72524,76234,77225,75827,69869,61229,51558,47028,59502,29061,13263,8215,5012,9687,11374,1995,546,244,133,114,123,139,155,117,82,90,65,74,57,61,50,53,62,51,56,54,58,52,45,41,61,45,64,48,49,58,46,41,32,47,51,55,24,33,32,41,26,21,28,27,29,34,19,37,19,35,26,16,23,13,28,15,18,28,28,16,25,22,19,17,34,16,20,14,28,38,29,21,31,34,30,37,34,37,20,33,21,27,24,33,31,16,16,38,19,22,29,27,23,23,41,21,27,20,25,26,15,17,21,11,17,29,18,22,16,15,7,31,3,10,11,17,15,11,9,7,25,2,17,5,12,7,16,8,8,2,12,12,6,16,5,2,16,6,8,8,13,1,9,3,1,3,7,7,5,2,12,1,2,0,1,2,0,6,1,4,8,5,4,0,5,3,0,1,9,1,3,3,2,1,3,2,0,3,2,2,1,1,0,0,0,1,0,3,0,1,4,0,0,3,0,0,4,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1688,20127
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,510,217,106,57,23,12,3,13,5,8,3,9,9,13,10,19,32,25,32,49,67,54,54,55,40,49,57,58,54,60,41,62,57,54,83,34,50,52,56,53,47,52,46,54,26,36,68,48,22,59,49,30,49,47,38,36,53,26,32,54,34,26,22,41,26,27,24,27,24,19,20,10,13,14,11,9,24,11,38,15,17,22,14,13,11,21,13,8,12,18,6,12,8,7,19,4,8,14,18,8,6,15,8,18,13,17,14,21,0,31,0,18,1,14,7,31,3,11,2,30,1,18,3,9,1,10,9,1,1,4,4,8,2,11,3,10,6,1,5,2,5,0,16,5,7,0,0,8,1,0,4,2,1,7,1,0,6,3,0,7,0,0,6,5,4,1,7,2,8,2,0,5,1,1,0,3,5,0,5,2,1,2,0,5,3,4,0,6,2,0,0,5,2,0,1,5,1,0,0,3,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,96
0,0,0,0,0,0,0,0,0,0,79,12128,7772,4651,2513,1166,183,73,41,36,51,47,55,49,56,72,86,56,61,63,58,67,77,46,59,50,67,50,35,33,69,50,21,25,46,38,41,31,26,49,23,16,27,21,16,23,16,9,32,17,35,48,22,20,48,51,9,26,72,26,15,85,47,20,51,48,35,37,99,89,31,46,41,99,25,51,77,36,21,35,18,54,36,32,15,13,34,44,25,7,21,24,33,9,29,7,17,11,32,13,9,3,26,15,15,8,1,37,2,45,3,7,6,42,0,37,4,23,2,34,8,20,5,25,15,32,3,2,5,22,8,5,8,1,15,10,3,15,3,9,3,14,9,5,1,16,4,6,3,9,2,23,1,3,4,18,2,0,4,2,8,4,12,1,5,5,13,2,5,0,15,1,2,2,1,7,2,2,7,1,1,5,2,0,0,0,1,4,0,2,0,1,0,1,0,2,0,0,0,0,4,0,1,1,1,0,0,3,0,0,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,188
0,0,0,0,0,0,0,57,39508,28931,19482,856,254,120,69,65,934,517,263,149,74,57,32,72,40,10,36,56,27,29,43,46,13,22,33,28,46,28,38,37,19,16,34,30,34,18,64,36,17,48,78,22,89,96,67,45,70,175,140,178,76,81,136,106,73,53,70,112,70,57,20,80,105,69,41,20,24,25,25,22,18,17,18,12,15,17,14,10,51,10,101,56,18,12,40,64,21,63,25,22,5,74,84,7,12,6,76,8,62,13,16,6,57,37,36,10,17,14,32,8,14,12,10,16,7,16,2,13,7,32,9,28,12,11,3,14,32,6,22,26,1,9,12,24,6,18,30,10,8,2,42,4,27,7,7,1,5,16,3,7,7,28,2,6,9,23,1,9,24,0,8,7,13,2,4,2,0,4,1,2,0,1,3,0,2,3,1,4,2,4,0,4,5,0,4,1,7,1,2,1,10,4,0,1,5,3,1,0,3,6,0,0,0,3,0,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,62,271
0,0,0,0,0,0,51,53762,978,262,60,50,84,6574,3776,2095,308,84,314,189,100,84,29,34,29,26,32,26,40,48,35,39,38,38,31,41,43,55,70,73,61,67,130,223,150,58,67,151,227,126,135,74,121,204,87,41,95,42,30,36,36,42,19,33,42,38,29,40,120,173,14,23,30,36,120,119,123,51,85,89,89,22,101,121,16,114,62,62,12,42,44,14,48,21,24,28,24,21,32,14,29,14,28,18,21,33,28,21,33,30,18,37,36,33,53,37,12,17,60,9,12,34,13,19,10,52,13,37,10,18,10,24,4,5,13,4,33,13,29,15,15,6,9,31,6,6,10,21,8,7,28,11,3,12,18,8,10,15,3,7,7,8,10,2,2,7,11,2,5,4,7,5,10,0,10,3,3,10,10,8,3,27,5,0,17,3,0,2,4,13,1,2,2,8,3,4,0,10,4,2,3,4,2,0,4,2,1,2,0,0,0,3,1,2,2,0,4,1,1,3,3,1,1,1,0,1,3,1,0,3,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,330
0,0,0,0,0,54,67671,987,197,79,102,17891,12035,848,257,95,1574,884,170,80,62,75,55,75,45,46,42,54,20,17,41,45,38,62,121,130,38,103,320,265,290,209,86,94,248,153,188,204,86,42,35,36,50,32,21,58,70,119,116,129,36,51,108,178,230,171,49,103,85,69,165,128,97,31,28,22,22,28,28,31,51,32,65,34,29,39,85,93,25,64,30,37,47,89,21,86,51,22,54,68,35,75,61,22,37,14,41,17,33,14,18,47,13,43,20,12,11,12,70,11,47,16,27,11,16,43,8,29,9,31,13,19,12,13,35,13,12,17,6,11,5,10,13,0,7,6,6,13,9,8,20,7,4,3,19,15,3,9,9,16,12,4,18,12,1,7,15,4,7,5,2,18,6,6,0,7,21,6,6,9,5,1,2,5,5,2,3,5,12,6,3,7,6,3,4,5,3,8,5,2,0,0,8,2,4,3,8,3,1,2,7,1,3,3,4,1,2,1,0,1,2,0,3,1,0,0,2,3,0,1,0,1,2,3,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,486
0,0,0,0,60,75111,966,162,130,37118,27657,1256,461,9382,6035,3310,532,175,643,349,233,94,95,69,66,52,69,112,107,387,136,107,29,254,180,46,26,39,27,35,42,54,26,36,75,59,54,168,492,313,595,393,422,484,516,270,199,201,242,224,229,164,111,144,41,35,36,28,26,46,32,28,49,35,41,76,33,28,25,42,50,28,30,56,24,55,62,29,55,52,12,32,46,26,17,28,22,17,16,31,12,39,20,19,19,60,21,57,38,13,16,17,21,33,11,32,11,29,17,11,27,21,10,30,23,30,21,48,15,21,15,9,42,11,14,10,33,18,9,25,10,13,13,19,18,33,11,11,14,20,9,12,27,10,10,9,11,8,14,6,16,3,11,7,2,8,4,4,12,6,4,7,5,6,6,4,2,3,12,7,5,9,4,4,13,2,1,9,4,2,3,4,3,6,0,5,3,2,7,5,0,1,2,4,1,4,7,2,2,0,5,2,0,0,1,5,2,0,3,5,3,3,0,6,3,3,0,1,5,0,0,0,10,2,0,1,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,81,601
0,0,0,78,80860,764,100,97,50523,1217,440,184,15382,894,228,192,2459,1377,225,461,284,128,93,84,187,395,35,35,248,433,310,64,24,35,39,40,78,67,60,48,48,138,263,901,737,253,229,513,144,62,48,36,54,33,66,46,43,45,46,52,29,43,47,47,32,214,162,106,174,123,86,117,137,87,186,66,81,92,120,60,78,47,49,37,17,47,69,26,66,52,28,59,55,70,58,67,57,32,59,46,41,16,70,33,24,25,25,17,23,25,35,27,23,23,20,23,17,26,30,14,21,22,25,18,14,27,8,22,10,42,19,13,24,13,18,4,20,8,26,21,20,16,11,6,28,8,16,33,12,9,16,13,5,14,4,4,21,18,13,14,14,18,10,13,9,22,5,18,4,1,24,17,4,3,9,12,8,5,9,13,14,10,7,1,4,5,9,6,4,2,3,6,3,14,4,4,2,5,4,7,2,10,9,1,3,4,2,3,2,0,3,8,2,5,1,0,9,2,0,2,3,4,0,2,0,4,4,0,1,0,1,2,0,0,1,4,0,3,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,54,686
0,0,0,0,0,0,50,64774,1456,406,205,24567,1099,485,7579,4927,767,1914,1139,225,135,408,187,393,470,98,104,30,37,56,35,67,59,63,43,44,75,386,533,154,94,67,39,35,57,46,40,55,61,68,56,45,74,144,274,125,55,86,154,218,213,176,118,90,138,31,38,57,52,57,57,56,74,73,73,24,29,33,55,83,90,96,58,45,54,56,50,35,40,19,19,40,51,19,54,36,43,39,16,40,22,69,48,34,33,33,42,69,23,31,33,19,43,12,33,32,44,11,37,22,31,39,30,32,22,27,15,66,10,23,23,29,21,43,13,15,17,16,23,7,11,21,34,13,24,12,18,24,10,43,4,19,12,27,10,7,16,10,7,22,3,11,9,15,13,6,3,26,7,3,21,23,4,12,10,4,11,9,2,1,9,12,10,11,8,5,3,4,9,0,3,14,8,10,8,8,5,6,5,4,5,7,12,0,10,5,5,1,9,1,1,7,1,1,1,1,4,1,2,3,2,0,3,3,1,2,5,1,0,0,7,1,1,0,1,0,1,1,2,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,29,930
0,0,0,56,0,0,0,162,0,47306,36554,1679,622,12702,1064,464,3499,480,1333,880,471,341,175,128,69,40,53,69,126,138,56,83,931,2159,2775,3861,2843,4578,2230,514,280,642,957,1502,260,44,46,45,141,148,64,45,43,65,62,283,284,185,132,80,154,87,71,77,72,84,45,40,46,44,60,46,55,93,75,76,48,38,42,65,50,29,34,31,33,47,26,29,61,59,41,36,17,43,52,22,50,36,26,22,28,19,38,34,22,64,56,25,33,20,25,29,33,26,37,93,30,48,15,25,20,19,25,32,28,19,9,44,15,26,28,30,15,31,14,41,3,42,24,38,25,8,20,38,18,14,39,7,19,35,24,11,40,7,20,13,36,11,10,29,17,8,12,31,13,2,5,26,7,16,28,5,2,21,11,13,7,19,5,10,5,18,7,6,3,12,3,4,13,8,2,7,16,10,4,10,6,1,8,3,17,5,2,0,10,6,6,3,0,9,10,1,2,7,3,2,2,12,7,0,3,4,2,2,0,0,3,0,0,1,2,0,1,4,0,2,0,1,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,11,1013
