116189,128911,124748,117365,104343,88060,71043,58729,63091,34902,16048,9321,5563,10778,11514,1905,537,267,176,174,171,153,171,108,91,148,81,124,80,55,93,71,70,69,38,51,65,79,53,74,80,39,54,51,55,56,49,53,50,38,37,49,43,27,34,50,39,34,40,31,29,32,20,40,11,38,23,27,29,17,23,21,18,18,24,18,17,27,18,12,24,13,11,16,13,12,27,9,17,29,9,17,36,26,13,11,19,21,16,24,28,14,24,25,18,10,29,27,17,25,22,18,19,17,24,10,24,15,14,9,22,13,19,3,4,17,4,20,0,10,2,14,5,8,5,4,11,2,6,3,9,5,8,6,5,0,7,6,1,6,1,0,9,2,1,1,4,0,1,3,2,1,3,4,2,0,2,2,0,0,1,1,2,4,0,0,5,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,387
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,492,208,98,53,17,8,5,2,5,8,6,10,10,11,17,35,24,44,57,56,53,67,58,54,40,61,60,49,46,49,49,64,38,46,67,35,71,55,50,53,39,44,53,44,28,48,62,37,22,46,34,40,42,43,41,41,61,22,25,49,52,22,22,33,37,23,36,32,29,11,24,17,18,27,25,17,6,20,35,26,12,18,18,31,24,18,15,0,14,28,0,6,6,12,20,1,9,4,25,1,12,15,11,11,19,14,5,12,0,27,1,13,9,15,7,22,1,10,6,15,1,10,4,3,1,6,2,3,9,6,5,5,0,5,5,3,5,0,2,0,5,0,4,4,2,1,2,3,0,1,5,1,1,0,1,1,0,2,0,2,0,1,1,1,1,0,0,2,0,0,0,0,2,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
0,0,0,0,0,0,0,0,0,0,25,14058,8693,4949,2531,1197,133,40,43,46,69,71,68,86,55,97,124,80,82,105,73,68,115,67,79,65,42,75,40,46,66,50,30,33,65,70,55,36,52,63,19,34,16,18,17,18,17,16,28,9,32,36,10,15,31,32,12,27,37,21,19,67,29,12,42,75,32,63,111,110,39,56,47,67,52,72,108,75,21,53,33,104,43,16,26,20,47,84,37,16,27,44,52,8,38,22,25,8,37,12,7,4,23,12,11,10,3,39,7,23,7,17,3,34,10,22,7,24,5,19,9,12,0,18,6,11,6,5,1,13,3,13,5,4,4,11,1,7,9,2,2,12,6,8,3,8,2,6,1,5,6,6,1,2,1,6,0,2,2,1,1,2,2,0,3,0,2,0,2,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,7,51420,36078,23463,728,221,149,93,96,944,541,261,142,115,69,42,92,46,11,43,55,37,58,48,55,27,39,24,35,57,31,54,36,48,22,40,44,36,30,43,34,21,49,78,19,106,90,68,45,62,195,161,210,104,106,191,142,89,78,119,154,143,88,26,87,127,105,74,30,19,11,25,24,18,16,10,4,7,5,8,3,62,3,92,59,7,9,46,79,11,60,17,27,9,71,66,9,17,11,67,4,59,10,16,8,49,29,21,13,11,16,34,10,8,23,13,12,17,10,7,24,3,24,15,9,9,18,2,18,14,5,9,16,0,15,9,12,6,9,21,6,7,7,19,3,7,5,5,5,3,6,3,1,9,8,3,1,6,4,2,1,4,0,1,0,2,1,5,0,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,3,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21
0,0,0,0,0,0,13,72952,829,234,85,64,73,6898,4063,2071,248,80,332,154,87,61,38,25,31,32,47,61,67,91,57,94,42,50,42,42,55,64,83,93,57,77,157,322,177,80,90,167,258,145,156,88,145,250,110,55,71,32,25,33,37,43,16,26,25,29,24,47,156,201,23,41,38,57,140,121,152,68,135,107,105,17,107,122,12,126,48,43,16,35,40,14,32,24,12,23,27,15,23,18,10,26,10,25,12,18,23,17,25,13,12,16,30,26,18,26,10,13,27,23,17,19,16,5,17,39,4,21,0,13,18,10,7,14,7,17,8,18,19,8,11,2,9,13,1,6,4,14,2,4,7,6,5,12,5,2,6,5,8,6,3,6,9,1,2,3,2,3,1,2,1,1,1,0,2,3,1,2,1,6,2,1,1,3,3,1,0,1,1,2,0,1,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20
0,0,0,0,0,6,94871,815,253,100,65,20877,13462,816,203,73,1468,846,117,60,38,79,60,102,56,108,67,59,17,27,50,72,61,80,149,151,56,113,281,248,206,139,76,81,252,147,186,153,61,58,39,65,59,42,38,54,82,144,160,151,53,63,148,190,258,179,53,99,70,55,220,149,82,18,23,19,26,25,16,20,68,23,51,47,17,25,77,60,17,64,30,28,32,60,5,66,26,16,28,41,24,52,27,14,20,36,14,21,29,14,8,34,16,20,19,8,9,11,21,23,23,12,22,7,26,27,0,35,8,9,14,15,14,5,19,17,8,17,7,13,13,16,11,1,9,6,15,13,9,10,13,6,4,2,13,5,2,9,10,14,10,6,6,7,2,3,5,6,4,5,2,9,2,2,5,5,8,5,0,2,1,1,1,0,0,2,1,2,3,1,1,2,0,0,0,1,1,1,0,0,0,0,1,0,0,2,2,1,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38
0,0,0,0,3,109691,765,236,99,47313,33556,1169,338,10120,6237,3313,415,127,647,347,202,123,102,51,79,73,127,120,127,344,160,137,69,238,203,65,27,31,57,40,57,71,49,54,81,78,72,172,542,380,643,381,378,394,458,287,291,238,237,225,199,179,119,150,32,40,36,37,35,36,30,39,51,43,65,77,43,47,27,53,39,37,26,42,28,43,40,29,52,45,17,33,31,24,19,22,26,16,10,27,8,36,21,18,23,57,42,28,31,15,49,42,34,10,22,33,11,27,17,4,21,10,10,51,35,37,23,25,16,27,34,5,19,9,29,9,32,15,7,24,22,16,5,22,15,30,14,15,21,16,12,14,24,17,21,15,13,7,13,2,7,6,4,4,3,7,6,4,7,14,6,6,5,1,5,8,1,7,2,9,4,3,5,2,3,2,5,2,2,2,1,2,2,3,1,4,0,0,2,1,2,0,0,2,1,1,4,2,0,1,0,2,0,0,2,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,52
0,0,0,3,123620,699,153,76,66922,1183,273,164,17690,1042,169,116,2376,1349,198,377,233,105,104,76,194,327,30,21,187,228,255,76,32,47,53,55,80,82,79,57,67,148,269,862,651,216,189,349,130,72,59,58,45,56,53,46,75,37,49,58,49,41,58,54,59,221,138,89,191,128,67,101,122,80,135,64,73,64,108,54,58,23,49,48,15,35,35,14,46,20,32,76,39,77,42,33,63,62,20,50,44,14,58,25,5,11,25,10,32,16,28,64,40,36,29,55,19,26,46,7,69,14,11,20,11,33,10,32,11,71,26,34,39,17,51,10,23,9,66,22,36,19,30,8,48,14,12,30,29,11,29,18,4,23,7,10,15,17,9,11,10,12,16,17,3,20,8,19,9,7,10,13,2,7,15,12,6,4,7,3,2,6,0,7,3,5,3,3,2,3,2,1,5,4,0,3,1,0,0,0,0,2,1,1,4,1,0,2,2,0,0,0,0,3,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,94
0,0,0,0,0,0,9,88791,1186,309,175,28555,1208,352,8262,4918,697,1736,995,168,132,387,148,250,338,95,95,52,42,64,64,85,97,98,67,81,91,371,504,179,83,90,43,42,50,61,85,116,100,94,82,67,92,168,276,124,71,108,157,226,228,207,129,88,121,54,48,71,52,59,72,62,59,76,69,25,39,37,45,78,65,86,56,85,64,48,36,43,62,30,33,34,46,38,34,41,47,51,15,32,24,78,111,26,69,30,91,100,23,49,28,40,69,16,18,20,95,18,100,21,36,82,14,49,29,28,9,92,12,49,26,37,17,66,26,27,41,13,27,20,14,25,47,17,32,24,21,47,6,43,10,25,6,40,22,15,23,16,11,43,12,29,10,29,4,3,2,28,4,11,6,21,11,7,6,4,2,8,6,5,9,9,5,8,5,8,3,2,8,9,1,5,12,3,3,4,0,1,0,2,1,2,2,3,4,2,2,3,2,3,2,7,0,0,3,0,2,0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,126
0,0,0,48,0,0,0,108,0,61036,44689,1635,451,13826,1128,311,3366,443,1244,806,374,250,158,132,55,30,62,76,97,177,75,117,761,1932,2400,3120,2259,3744,2005,537,275,668,885,1489,220,55,48,67,169,192,85,38,48,72,87,242,247,164,115,87,175,122,84,75,90,90,60,49,77,73,79,43,73,110,120,101,51,50,80,97,89,54,40,50,32,45,48,29,102,154,30,74,44,62,99,22,66,48,44,23,20,28,29,49,27,123,65,31,48,19,45,51,39,39,41,138,13,59,23,41,14,44,29,59,24,33,13,50,6,23,41,30,29,43,19,51,1,68,19,63,25,5,54,32,18,15,49,8,20,30,19,21,48,14,18,10,38,11,15,22,12,11,15,20,13,7,13,25,20,11,11,11,13,12,12,12,10,24,12,4,8,8,3,8,8,13,5,2,11,10,2,4,9,2,4,4,5,3,9,0,8,0,1,0,3,0,1,3,2,3,9,1,1,1,0,0,0,4,4,0,1,2,0,1,0,2,0,1,1,0,0,1,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,141
